Variable:,pr
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
1997,537.41,559.00,559.00,559.00,559.00,464.10,559.00,559.00,559.00,559.00,559.00,521.40,521.40,559.00,521.40,464.10,559.00,559.00,556.05,559.00,559.00,559.00,521.40,559.00,559.00,538.21,544.33,464.10,464.10,559.00,559.00,559.00,559.00,559.00,559.00,521.40,521.40,559.00,559.00,559.00,559.00,521.40,559.00,559.00,559.00,521.40,538.60,559.00,559.00,521.40,559.00,521.40,559.00,559.00,559.00,559.00,559.00,559.00,559.00,559.00,521.40,521.40,559.00,464.10,521.40,559.00,464.10,536.31
1998,395.24,408.20,408.20,408.20,408.20,351.20,408.20,408.20,408.20,408.20,408.20,382.80,382.80,408.20,382.80,351.20,408.20,408.20,406.43,408.20,408.20,408.20,382.80,408.20,408.20,395.71,399.39,351.20,351.20,408.20,408.20,408.20,408.20,408.20,408.20,382.80,382.80,408.20,408.20,408.20,408.20,382.80,408.20,408.20,408.20,382.80,395.95,408.20,408.20,382.80,408.20,382.80,408.20,408.20,408.20,408.20,408.20,408.20,408.20,408.20,382.80,382.80,408.20,351.20,382.80,408.20,351.20,394.57
1999,430.16,445.10,445.10,445.10,445.10,379.40,445.10,445.10,445.10,445.10,445.10,425.00,425.00,445.10,425.00,379.40,445.10,445.10,443.06,445.10,445.10,445.10,425.00,445.10,445.10,430.70,434.94,379.40,379.40,445.10,445.10,445.10,445.10,445.10,445.10,425.00,425.00,445.10,445.10,445.10,445.10,425.00,445.10,445.10,445.10,425.00,430.98,445.10,445.10,425.00,445.10,425.00,445.10,445.10,445.10,445.10,445.10,445.10,445.10,445.10,425.00,425.00,445.10,379.40,425.00,445.10,379.40,429.39
2000,396.05,409.20,409.20,409.20,409.20,351.40,409.20,409.20,409.20,409.20,409.20,392.70,392.70,409.20,392.70,351.40,409.20,409.20,407.40,409.20,409.20,409.20,392.70,409.20,409.20,396.54,400.26,351.40,351.40,409.20,409.20,409.20,409.20,409.20,409.20,392.70,392.70,409.20,409.20,409.20,409.20,392.70,409.20,409.20,409.20,392.70,396.78,409.20,409.20,392.70,409.20,392.70,409.20,409.20,409.20,409.20,409.20,409.20,409.20,409.20,392.70,392.70,409.20,351.40,392.70,409.20,351.40,395.38
2001,355.37,366.70,366.70,366.70,366.70,316.90,366.70,366.70,366.70,366.70,366.70,340.20,340.20,366.70,340.20,316.90,366.70,366.70,365.15,366.70,366.70,366.70,340.20,366.70,366.70,355.79,359.00,316.90,316.90,366.70,366.70,366.70,366.70,366.70,366.70,340.20,340.20,366.70,366.70,366.70,366.70,340.20,366.70,366.70,366.70,340.20,356.00,366.70,366.70,340.20,366.70,340.20,366.70,366.70,366.70,366.70,366.70,366.70,366.70,366.70,340.20,340.20,366.70,316.90,340.20,366.70,316.90,354.79
2002,434.52,448.60,448.60,448.60,448.60,386.70,448.60,448.60,448.60,448.60,448.60,408.80,408.80,448.60,408.80,386.70,448.60,448.60,446.68,448.60,448.60,448.60,408.80,448.60,448.60,435.04,439.03,386.70,386.70,448.60,448.60,448.60,448.60,448.60,448.60,408.80,408.80,448.60,448.60,448.60,448.60,408.80,448.60,448.60,448.60,408.80,435.29,448.60,448.60,408.80,448.60,408.80,448.60,448.60,448.60,448.60,448.60,448.60,448.60,448.60,408.80,408.80,448.60,386.70,408.80,448.60,386.70,433.80
2003,601.70,629.90,629.90,629.90,629.90,505.90,629.90,629.90,629.90,629.90,629.90,577.50,577.50,629.90,577.50,505.90,629.90,629.90,626.05,629.90,629.90,629.90,577.50,629.90,629.90,602.73,610.73,505.90,505.90,629.90,629.90,629.90,629.90,629.90,629.90,577.50,577.50,629.90,629.90,629.90,629.90,577.50,629.90,629.90,629.90,577.50,603.25,629.90,629.90,577.50,629.90,577.50,629.90,629.90,629.90,629.90,629.90,629.90,629.90,629.90,577.50,577.50,629.90,505.90,577.50,629.90,505.90,600.26
2004,449.39,465.20,465.20,465.20,465.20,395.70,465.20,465.20,465.20,465.20,465.20,460.80,460.80,465.20,460.80,395.70,465.20,465.20,463.04,465.20,465.20,465.20,460.80,465.20,465.20,449.97,454.45,395.70,395.70,465.20,465.20,465.20,465.20,465.20,465.20,460.80,460.80,465.20,465.20,465.20,465.20,460.80,465.20,465.20,465.20,460.80,450.26,465.20,465.20,460.80,465.20,460.80,465.20,465.20,465.20,465.20,465.20,465.20,465.20,465.20,460.80,460.80,465.20,395.70,460.80,465.20,395.70,448.59
2005,484.93,505.10,505.10,505.10,505.10,416.40,505.10,505.10,505.10,505.10,505.10,469.30,469.30,505.10,469.30,416.40,505.10,505.10,502.34,505.10,505.10,505.10,469.30,505.10,505.10,485.66,491.38,416.40,416.40,505.10,505.10,505.10,505.10,505.10,505.10,469.30,469.30,505.10,505.10,505.10,505.10,469.30,505.10,505.10,505.10,469.30,486.03,505.10,505.10,469.30,505.10,469.30,505.10,505.10,505.10,505.10,505.10,505.10,505.10,505.10,469.30,469.30,505.10,416.40,469.30,505.10,416.40,483.90
2006,480.60,503.60,503.60,503.60,503.60,402.50,503.60,503.60,503.60,503.60,503.60,446.00,446.00,503.60,446.00,402.50,503.60,503.60,500.46,503.60,503.60,503.60,446.00,503.60,503.60,481.45,487.97,402.50,402.50,503.60,503.60,503.60,503.60,503.60,503.60,446.00,446.00,503.60,503.60,503.60,503.60,446.00,503.60,503.60,503.60,446.00,481.87,503.60,503.60,446.00,503.60,446.00,503.60,503.60,503.60,503.60,503.60,503.60,503.60,503.60,446.00,446.00,503.60,402.50,446.00,503.60,402.50,479.43
2007,509.71,525.90,525.90,525.90,525.90,454.70,525.90,525.90,525.90,525.90,525.90,491.60,491.60,525.90,491.60,454.70,525.90,525.90,523.69,525.90,525.90,525.90,491.60,525.90,525.90,510.30,514.89,454.70,454.70,525.90,525.90,525.90,525.90,525.90,525.90,491.60,491.60,525.90,525.90,525.90,525.90,491.60,525.90,525.90,525.90,491.60,510.60,525.90,525.90,491.60,525.90,491.60,525.90,525.90,525.90,525.90,525.90,525.90,525.90,525.90,491.60,491.60,525.90,454.70,491.60,525.90,454.70,508.88
2008,418.19,428.40,428.40,428.40,428.40,383.50,428.40,428.40,428.40,428.40,428.40,386.30,386.30,428.40,386.30,383.50,428.40,428.40,427.00,428.40,428.40,428.40,386.30,428.40,428.40,418.56,421.46,383.50,383.50,428.40,428.40,428.40,428.40,428.40,428.40,386.30,386.30,428.40,428.40,428.40,428.40,386.30,428.40,428.40,428.40,386.30,418.75,428.40,428.40,386.30,428.40,386.30,428.40,428.40,428.40,428.40,428.40,428.40,428.40,428.40,386.30,386.30,428.40,383.50,386.30,428.40,383.50,417.67
2009,599.17,620.10,620.10,620.10,620.10,528.10,620.10,620.10,620.10,620.10,620.10,643.80,643.80,620.10,643.80,528.10,620.10,620.10,617.24,620.10,620.10,620.10,643.80,620.10,620.10,599.94,605.87,528.10,528.10,620.10,620.10,620.10,620.10,620.10,620.10,643.80,643.80,620.10,620.10,620.10,620.10,643.80,620.10,620.10,620.10,643.80,600.32,620.10,620.10,643.80,620.10,643.80,620.10,620.10,620.10,620.10,620.10,620.10,620.10,620.10,643.80,643.80,620.10,528.10,643.80,620.10,528.10,598.11
2010,458.42,471.20,471.20,471.20,471.20,415.00,471.20,471.20,471.20,471.20,471.20,496.00,496.00,471.20,496.00,415.00,471.20,471.20,469.45,471.20,471.20,471.20,496.00,471.20,471.20,458.89,462.51,415.00,415.00,471.20,471.20,471.20,471.20,471.20,471.20,496.00,496.00,471.20,471.20,471.20,471.20,496.00,471.20,471.20,471.20,496.00,459.12,471.20,471.20,496.00,471.20,496.00,471.20,471.20,471.20,471.20,471.20,471.20,471.20,471.20,496.00,496.00,471.20,415.00,496.00,471.20,415.00,457.76
2011,491.05,503.70,503.70,503.70,503.70,448.10,503.70,503.70,503.70,503.70,503.70,474.80,474.80,503.70,474.80,448.10,503.70,503.70,501.97,503.70,503.70,503.70,474.80,503.70,503.70,491.52,495.10,448.10,448.10,503.70,503.70,503.70,503.70,503.70,503.70,474.80,474.80,503.70,503.70,503.70,503.70,474.80,503.70,503.70,503.70,474.80,491.75,503.70,503.70,474.80,503.70,474.80,503.70,503.70,503.70,503.70,503.70,503.70,503.70,503.70,474.80,474.80,503.70,448.10,474.80,503.70,448.10,490.41
2012,444.80,456.90,456.90,456.90,456.90,403.70,456.90,456.90,456.90,456.90,456.90,433.60,433.60,456.90,433.60,403.70,456.90,456.90,455.25,456.90,456.90,456.90,433.60,456.90,456.90,445.24,448.67,403.70,403.70,456.90,456.90,456.90,456.90,456.90,456.90,433.60,433.60,456.90,456.90,456.90,456.90,433.60,456.90,456.90,456.90,433.60,445.46,456.90,456.90,433.60,456.90,433.60,456.90,456.90,456.90,456.90,456.90,456.90,456.90,456.90,433.60,433.60,456.90,403.70,433.60,456.90,403.70,444.18
2013,455.99,475.00,475.00,475.00,475.00,391.40,475.00,475.00,475.00,475.00,475.00,442.10,442.10,475.00,442.10,391.40,475.00,475.00,472.40,475.00,475.00,475.00,442.10,475.00,475.00,456.68,462.07,391.40,391.40,475.00,475.00,475.00,475.00,475.00,475.00,442.10,442.10,475.00,475.00,475.00,475.00,442.10,475.00,475.00,475.00,442.10,457.03,475.00,475.00,442.10,475.00,442.10,475.00,475.00,475.00,475.00,475.00,475.00,475.00,475.00,442.10,442.10,475.00,391.40,442.10,475.00,391.40,455.01
2014,479.55,490.70,490.70,490.70,490.70,441.70,490.70,490.70,490.70,490.70,490.70,454.30,454.30,490.70,454.30,441.70,490.70,490.70,489.18,490.70,490.70,490.70,454.30,490.70,490.70,479.96,483.12,441.70,441.70,490.70,490.70,490.70,490.70,490.70,490.70,454.30,454.30,490.70,490.70,490.70,490.70,454.30,490.70,490.70,490.70,454.30,480.17,490.70,490.70,454.30,490.70,454.30,490.70,490.70,490.70,490.70,490.70,490.70,490.70,490.70,454.30,454.30,490.70,441.70,454.30,490.70,441.70,478.99
2015,549.90,564.80,564.80,564.80,564.80,499.30,564.80,564.80,564.80,564.80,564.80,532.60,532.60,564.80,532.60,499.30,564.80,564.80,562.76,564.80,564.80,564.80,532.60,564.80,564.80,550.45,554.67,499.30,499.30,564.80,564.80,564.80,564.80,564.80,564.80,532.60,532.60,564.80,564.80,564.80,564.80,532.60,564.80,564.80,564.80,532.60,550.72,564.80,564.80,532.60,564.80,532.60,564.80,564.80,564.80,564.80,564.80,564.80,564.80,564.80,532.60,532.60,564.80,499.30,532.60,564.80,499.30,549.14
2016,375.79,387.00,387.00,387.00,387.00,337.70,387.00,387.00,387.00,387.00,387.00,370.00,370.00,387.00,370.00,337.70,387.00,387.00,385.47,387.00,387.00,387.00,370.00,387.00,387.00,376.20,379.38,337.70,337.70,387.00,387.00,387.00,387.00,387.00,387.00,370.00,370.00,387.00,387.00,387.00,387.00,370.00,387.00,387.00,387.00,370.00,376.40,387.00,387.00,370.00,387.00,370.00,387.00,387.00,387.00,387.00,387.00,387.00,387.00,387.00,370.00,370.00,387.00,337.70,370.00,387.00,337.70,375.21
2017,459.63,474.10,474.10,474.10,474.10,410.50,474.10,474.10,474.10,474.10,474.10,401.50,401.50,474.10,401.50,410.50,474.10,474.10,472.12,474.10,474.10,474.10,401.50,474.10,474.10,460.16,464.27,410.50,410.50,474.10,474.10,474.10,474.10,474.10,474.10,401.50,401.50,474.10,474.10,474.10,474.10,401.50,474.10,474.10,474.10,401.50,460.43,474.10,474.10,401.50,474.10,401.50,474.10,474.10,474.10,474.10,474.10,474.10,474.10,474.10,401.50,401.50,474.10,410.50,401.50,474.10,410.50,458.90
2018,507.00,523.10,523.10,523.10,523.10,452.30,523.10,523.10,523.10,523.10,523.10,511.70,511.70,523.10,511.70,452.30,523.10,523.10,520.90,523.10,523.10,523.10,511.70,523.10,523.10,507.59,512.15,452.30,452.30,523.10,523.10,523.10,523.10,523.10,523.10,511.70,511.70,523.10,523.10,523.10,523.10,511.70,523.10,523.10,523.10,511.70,507.88,523.10,523.10,511.70,523.10,511.70,523.10,523.10,523.10,523.10,523.10,523.10,523.10,523.10,511.70,511.70,523.10,452.30,511.70,523.10,452.30,506.17
2019,470.28,485.20,485.20,485.20,485.20,419.60,485.20,485.20,485.20,485.20,485.20,444.30,444.30,485.20,444.30,419.60,485.20,485.20,483.16,485.20,485.20,485.20,444.30,485.20,485.20,470.83,475.06,419.60,419.60,485.20,485.20,485.20,485.20,485.20,485.20,444.30,444.30,485.20,485.20,485.20,485.20,444.30,485.20,485.20,485.20,444.30,471.10,485.20,485.20,444.30,485.20,444.30,485.20,485.20,485.20,485.20,485.20,485.20,485.20,485.20,444.30,444.30,485.20,419.60,444.30,485.20,419.60,469.52
2020,388.32,403.40,403.40,403.40,403.40,337.10,403.40,403.40,403.40,403.40,403.40,381.70,381.70,403.40,381.70,337.10,403.40,403.40,401.34,403.40,403.40,403.40,381.70,403.40,403.40,388.87,393.15,337.10,337.10,403.40,403.40,403.40,403.40,403.40,403.40,381.70,381.70,403.40,403.40,403.40,403.40,381.70,403.40,403.40,403.40,381.70,389.15,403.40,403.40,381.70,403.40,381.70,403.40,403.40,403.40,403.40,403.40,403.40,403.40,403.40,381.70,381.70,403.40,337.10,381.70,403.40,337.10,387.55
2021,489.81,500.70,500.70,500.70,500.70,452.80,500.70,500.70,500.70,500.70,500.70,512.40,512.40,500.70,512.40,452.80,500.70,500.70,499.21,500.70,500.70,500.70,512.40,500.70,500.70,490.20,493.29,452.80,452.80,500.70,500.70,500.70,500.70,500.70,500.70,512.40,512.40,500.70,500.70,500.70,500.70,512.40,500.70,500.70,500.70,512.40,490.40,500.70,500.70,512.40,500.70,512.40,500.70,500.70,500.70,500.70,500.70,500.70,500.70,500.70,512.40,512.40,500.70,452.80,512.40,500.70,452.80,489.25
