Domain Code,Domain,Area Code ,Area,Element Code,Element,Item Code ,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,tonnes,537300,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,tonnes,514500,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,tonnes,559100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,tonnes,547100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,tonnes,495400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,tonnes,517600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,tonnes,582100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,tonnes,564100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,tonnes,588400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,tonnes,617000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,tonnes,622540,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,tonnes,619800,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,tonnes,633380,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,tonnes,594510,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,Head,1885700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,Head,1893000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,Head,1781700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,Head,1863494,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,Head,1814712,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,Head,1685039,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,Head,1773600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,Head,1771100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,Head,1664956,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,Head,1600400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,Head,1716600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,Head,1642400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,Head,1483800,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,Head,1588700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,Head,1748700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,Head,1664900,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,Head,1744200,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,Head,1851600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,Head,1896040,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,Head,1852510,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,Head,1881890,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,Head,1792140,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2000,2000,hg/An,3059,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2001,2001,hg/An,3061,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2002,2002,hg/An,3031,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2003,2003,hg/An,3048,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2004,2004,hg/An,3106,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2005,2005,hg/An,3240,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2006,2006,hg/An,3029,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2007,2007,hg/An,3279,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2008,2008,hg/An,3227,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2009,2009,hg/An,3215,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2010,2010,hg/An,3257,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2011,2011,hg/An,3331,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2012,2012,hg/An,3339,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2013,2013,hg/An,3258,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2014,2014,hg/An,3329,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2015,2015,hg/An,3388,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2016,2016,hg/An,3373,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2017,2017,hg/An,3332,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2018,2018,hg/An,3283,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2019,2019,hg/An,3346,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2020,2020,hg/An,3366,A,Official figure
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2021,2021,hg/An,3317,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2000,2000,tonnes,576900,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2001,2001,tonnes,579400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2002,2002,tonnes,540000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2003,2003,tonnes,568000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2004,2004,tonnes,563600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2005,2005,tonnes,546000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2006,2006,tonnes,537300,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2007,2007,tonnes,580800,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2008,2008,tonnes,537300,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2009,2009,tonnes,514500,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2010,2010,tonnes,559100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2011,2011,tonnes,547100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2012,2012,tonnes,495400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2013,2013,tonnes,517600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2014,2014,tonnes,582100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2015,2015,tonnes,564100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2016,2016,tonnes,588400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2017,2017,tonnes,617000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2018,2018,tonnes,622540,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2019,2019,tonnes,619800,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2020,2020,tonnes,633380,A,Official figure
QCL,Crops and livestock products,372,Ireland,5510,Production,F1806,"Beef and Buffalo Meat, primary",2021,2021,tonnes,594510,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2000,2000,Head,1885700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2001,2001,Head,1893000,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2002,2002,Head,1781700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2003,2003,Head,1863494,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2004,2004,Head,1814712,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2005,2005,Head,1685039,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2006,2006,Head,1773600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2007,2007,Head,1771100,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2008,2008,Head,1664956,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2009,2009,Head,1600400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2010,2010,Head,1716600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2011,2011,Head,1642400,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2012,2012,Head,1483800,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2013,2013,Head,1588700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2014,2014,Head,1748700,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2015,2015,Head,1664900,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2016,2016,Head,1744200,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2017,2017,Head,1851600,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2018,2018,Head,1896040,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2019,2019,Head,1852510,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2020,2020,Head,1881890,A,Official figure
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2021,2021,Head,1792140,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2000,2000,hg/An,1970,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2001,2001,hg/An,2092,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2002,2002,hg/An,2449,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2003,2003,hg/An,2286,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2004,2004,hg/An,2465,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2005,2005,hg/An,2178,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2006,2006,hg/An,2347,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2007,2007,hg/An,2183,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2008,2008,hg/An,2284,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2009,2009,hg/An,2143,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2010,2010,hg/An,2032,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2011,2011,hg/An,1881,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2012,2012,hg/An,2012,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2013,2013,hg/An,2060,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2014,2014,hg/An,1897,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2015,2015,hg/An,2001,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2016,2016,hg/An,1937,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2017,2017,hg/An,1850,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2018,2018,hg/An,2043,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21112,"Meat of buffalo, fresh or chilled",2019,2019,hg/An,2031,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2000,2000,tonnes,1467,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2001,2001,tonnes,1046,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2002,2002,tonnes,1991,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2003,2003,tonnes,1352,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2004,2004,tonnes,3175,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2005,2005,tonnes,6090,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2006,2006,tonnes,1085,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2007,2007,tonnes,4060,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2008,2008,tonnes,2402,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2009,2009,tonnes,5742,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2010,2010,tonnes,6433,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2011,2011,tonnes,10644,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2012,2012,tonnes,23873,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2013,2013,tonnes,11858,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2014,2014,tonnes,14793,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2015,2015,tonnes,16510.4,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2016,2016,tonnes,18371.5,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2017,2017,tonnes,16591,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2018,2018,tonnes,22328,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21112,"Meat of buffalo, fresh or chilled",2019,2019,tonnes,21276.9,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2000,2000,Head,7446,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2001,2001,Head,5000,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2002,2002,Head,8131,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2003,2003,Head,5915,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2004,2004,Head,12880,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2005,2005,Head,27956,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2006,2006,Head,4622,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2007,2007,Head,18598,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2008,2008,Head,10516,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2009,2009,Head,26795,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2010,2010,Head,31654,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2011,2011,Head,56597,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2012,2012,Head,118653,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2013,2013,Head,57570,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2014,2014,Head,77988,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2015,2015,Head,82515,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2016,2016,Head,94860,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2017,2017,Head,89698,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2018,2018,Head,109311,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2019,2019,Head,104776,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2020,2020,Head,103566,A,Official figure
QCL,Crops and livestock products,380,Italy,5320,Producing Animals/Slaughtered,21112,"Meat of buffalo, fresh or chilled",2021,2021,Head,107949,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,hg/An,2603,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,hg/An,2661,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,hg/An,2617,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,hg/An,2677,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,hg/An,2728,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,hg/An,2702,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,hg/An,2742,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,hg/An,2824,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,hg/An,2765,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,hg/An,2753,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,hg/An,2790,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,hg/An,2810,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,hg/An,2809,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,hg/An,2800,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,hg/An,2765,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,hg/An,2935,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,hg/An,2877,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,hg/An,2888,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,hg/An,2923,A,Official figure
QCL,Crops and livestock products,380,Italy,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,hg/An,2857,A,Official figure
